423;3
424;3
425;4
426;12
427;6
428;8
429;15
430;2
431;9
432;4
433;2
434;16
435;9
436;13
437;8
438;10
439;7
440;9
441;6
442;8
443;5
444;5
445;4
446;15
447;10
448;13
449;14
450;3
451;16
452;9
453;15
454;12
455;9
456;2
457;6
458;8
459;9
460;9
461;2
462;12
463;15
464;2
465;13
466;6
467;9
468;3
469;4
470;2
471;4
472;16
473;7
474;15
475;11
476;8
477;12
478;5
479;8
480;4
481;13
482;4
483;10
484;4
485;3
486;9
487;4
488;15
489;2
490;13
491;3
492;13
493;9
494;11
495;11
496;16
497;6
498;8
499;8
500;9
501;1
502;5
503;15
504;7
505;3
506;11
507;10
508;10
509;3
510;2
511;1
512;4
513;16
514;7
515;3
516;12
517;15
518;16
519;15
520;14
521;7
522;5
523;4
524;5
525;4
526;16
527;11
528;8
529;5
530;1
531;9
532;15
533;9
534;8
535;11
536;4
537;4
538;13
539;7
540;12
541;2
542;1
543;16
544;6
545;9
546;10
547;3
548;4
549;1
550;8
551;13
552;6
553;3
554;4
555;5
556;10
557;8
558;13
559;14
560;10
561;13
562;12
563;10
564;2
565;9
566;9
567;9
568;5
569;2
570;15
571;6
572;14
573;3
574;1
575;6
576;6
577;15
578;4
579;1
580;13
581;12
582;2
583;2
584;9
585;7
586;1
587;6
588;3
589;6
590;13
591;10
592;12
593;11
594;1
595;9
596;10
597;10
598;15
599;15
600;11
601;16
602;14
603;8
604;5
605;9
606;15
607;9
608;3
609;16
610;8
611;4
612;15
613;5
614;10
615;2
616;6
617;8
618;7
619;15
620;14
621;8
622;6
623;9
624;10
625;14
626;3
627;6
628;15
629;6
630;7
631;15
632;13
633;4
634;8
635;13
636;12
637;14
638;5
639;8
640;9
641;9
642;16
643;7
644;2
645;16
646;10
647;12
648;16
649;2
650;6
651;2
652;4
653;11
654;10
655;14
656;16
657;5
658;11
659;1
660;5
661;9
662;7
663;4
664;1
665;11
666;7
667;15
668;15
669;9
670;6
671;15
672;5
673;12
674;9
675;13
676;15
677;13
678;15
679;8
680;5
681;15
682;8
683;7
684;10
685;13
686;13
687;6
688;3
689;9
690;2
691;15
692;2
693;2
694;4
695;8
696;2
697;1
698;6
699;10
700;8
701;10
702;11
703;2
704;5
705;9
706;7
707;1
708;6
709;7
710;8
711;14
712;6
713;6
714;14
715;8
716;11
717;1
718;12
719;15
720;13
721;12
722;11
723;14
724;8
725;4
726;9
727;8
728;7
729;15
730;13
731;4
732;1
733;15
734;6
735;3
736;8
737;11
738;9
739;7
740;11
741;12
742;10
743;2
744;4
745;15
746;10
747;10
748;1
749;11
750;13
751;13
752;12
753;8
754;5
755;3
756;5
757;6
758;7
759;13
760;13
761;3
762;10
763;15
764;15
765;5
766;7
767;12
768;3
769;9
770;9
771;7
772;7
773;15
774;5
775;7
776;6
777;15
778;8
779;15
780;8
781;10
782;15
783;16
784;16
785;16
786;3
787;16
788;6
789;9
790;7
791;6
792;9
793;1
794;1
795;8
796;15
797;12
798;14
799;11
800;11
801;3
802;1
803;7
804;11
805;2
806;13
807;10
808;4
809;15
810;8
811;16
812;6
813;15
814;5
815;4
816;2
817;14
818;7
819;12
820;2
821;9
822;8
823;1
824;8
825;1
826;16
827;7
828;4
829;8
830;11
831;14
832;8
833;3
834;6
835;10
836;15
837;5
838;1
839;14
840;10
841;15
842;10
843;4
844;15
845;9
846;13
847;13
848;16
849;2
850;1
851;15
852;3
853;3
854;11
855;6
856;11
857;5
858;5
859;2
860;14
861;10
862;4
863;14
864;3
865;2
866;8
867;8
868;16
869;1
870;11
871;5
872;16
873;3
874;4
875;15
876;11
877;12
878;16
879;12
880;2
881;11
882;7
883;3
884;12
885;11
886;2
887;2
888;6
889;3
890;15
891;4
892;2
893;14
894;16
895;4
896;3
897;7
898;15
899;4
900;9
901;2
902;15
903;16
904;11
905;5
906;5
907;7
908;9
909;11
910;7
911;1
912;14
913;13
914;16
915;1
916;2
917;15
918;3
919;10
920;13
921;12
922;11
923;7
924;14
925;6
926;6
927;1
928;3
929;9
930;14
931;16
932;5
933;13
934;10
935;13
936;12
937;13
938;5
939;5
940;15
941;10
942;7
943;6
944;7
945;6
946;8
947;9
948;13
949;10
950;4
951;4
952;6
953;2
954;13
955;3
956;10
957;9
958;7
959;3
960;6
961;9
962;4
963;2
964;1
965;11
966;6
967;14
968;1
969;7
970;4
971;9
972;14
973;6
974;13
975;8
976;10
977;16
978;5
979;7
980;12
981;16
982;1
983;12
984;9
985;14
986;2
987;12
988;16
989;16
990;11
991;1
992;6
993;3
994;13
995;11
996;6
997;12
998;11
999;3
1000;5
